,Questions,Answers,Labels
840,What is the greatest duty of a Kshatriya warrior?,"Further, having regard to your duty, you should not waver, for there is nothing higher for a Kshatriya than a righteous war.",0
841,What leads a Kshatriya warrior to heaven?,"Happy are the Kshatriyas, O Arjuna! who are called to fight in such a battle that comes of its own accord as an open door to heaven.",0
842,What happens to Kshatriya warriors who turn away from their duty?,"But if you will not fight this righteous war, then having abandoned your own duty and reputation, you will incur sin.",0
843,What do people treat Kshatriya warriors who turn away from their duty?,"People will also recount your everlasting dishonor; and for one who has been honored, dishonor is worse than death.",0
844,What do other warriors treat Kshatriya warriors who turn away from their duty?,"The great chariot-warriors will think that you have withdrawn from the battle out of fear, and you will be held in low esteem by those who have held you in high regard.",0
845,What do the enemies treat Kshatriya warriors who turn away from their duty?,"Your enemies, scoffing at your power, will speak many abusive words—what could be more painful than this?",0
846,What would have happened if Arjuna lost the Mahabharata war?,"Slain, you will obtain heaven; victorious, you will enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.",0
847,How can Arjuna make sure that he does not incur any sin by fighting the war?,"Having made pleasure and pain, gain and loss, victory and defeat equal, engage in battle for the sake of battle; thus, you shall not incur sin.",0
848,Where does Krishna start telling about Karma Yoga?,"This, which has been taught to you, is wisdom concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, you shall cast off the bonds of action.",0
849,Does the practice of Karma Yoga protect from evil?,"In this, there is no loss of effort, nor is there any harm produced, nor any transgression. Even a little of this knowledge protects one from great fear.",0
850,How to get rid of fear?,"In this, there is no loss of effort, nor is there any harm produced, nor any transgression. Even a little of this knowledge protects one from great fear.",0
851,How is the nature of the mind and intellect of a Karma Yogi?,"Here, O joy of the Kurus, there is only one single-pointed determination; many-branched and endless are the thoughts of the indecisive.",0
852,What happens to people who are engrossed in the rituals of the Vedas?,"The unwise, taking pleasure in the eulogizing words of the Vedas, utter flowery speech, saying, ""There is nothing else,"" O Arjuna.",0
853,What is wrong with people who are engrossed in the rituals of the Vedas?,"Full of desires, with heaven as their goal, (they speak words that are directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.",0
854,What is the greatest limitation of people whose minds cling to pleasure and power?,"For those who are attached to pleasure and power, whose minds are drawn away by such teachings, their determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).",0
855,What are the characteristics of a person who is free from the three Gunas?,"The Vedas deal with the three attributes; be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites and ever remain in the quality of Sattva, freed from acquisition and preservation, and be established in the Self.",0
856,Are the Vedas useful for a person with knowledge of the Self?,"To the Brahmana who has known the Self, all the Vedas are of as much use as a reservoir of water would be in a place where there is a flood.",0
857,What is the crux of Karma Yoga?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
858,What is Karma?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
859,What is Karma Yoga?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
860,How should we work?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
861,What is the secret of work?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
862,What is the secret of Karma?,"Your right is only to work, but not to its results; do not let the results of action be your motive, nor let your attachment be to inaction.",0
863,What is evenness of mind or equanimity?,"Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure; evenness of mind is called Yoga.",0
864,What is the importance of equanimity?,"Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure; evenness of mind is called Yoga.",0
865,How should action or karma be performed?,"Far lower than the Yoga of wisdom is action, O Arjuna. Seek thou refuge in wisdom; wretched are those whose motive is the fruit.",0
866,What is Yoga?,"Endowed with wisdom and evenness of mind, one casts off in this life both good and evil deeds; therefore, devote yourself to Yoga; Yoga is skill in action.",0
867,What happens to those who possess evenness of mind and are equanimous?,"The wise, possessing knowledge, having abandoned the fruits of their actions, and being freed from the bonds of birth, go to the place which is beyond all evil.",0
868,What happens to those whose whose intellect has been enlightened?,"When your intellect, which is perplexed by the Vedic texts you have read, stands immovable and steady in the Self, then you will attain Self-realization.",0
869,What was Arjuna's first question after hearing about Karma Yoga and the state of equanimity?,"Arjuna said, ""O Krishna, what is the description of one who has steady wisdom and is merged in the superconscious state? How does one of steady wisdom speak, how do they sit, and how do they walk?""",0
870,Who is said to possess firm wisdom?,"The Blessed Lord said, ""When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then he is said to be one of steady wisdom.""",0
871,Who is considered to be a sthitaprajna?,"The Blessed Lord said, ""When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then he is said to be one of steady wisdom.""",0
872,Who is considered to be equanimous?,"The Blessed Lord said, ""When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then he is said to be one of steady wisdom.""",0
